Smoothed Data,Actual Data
-196.14999999999998,240.79166666666666
-196.22,241.54166666666666
-196.04,241.625
-196.29999999999998,241.16666666666666
-196.52,241.16666666666666
-196.71,241.16666666666666
-196.65,241.16666666666666
-201.6,241.16666666666666
-206.7,241.16666666666666
-206.62000000000003,241.16666666666666
-206.55,241.16666666666666
-206.74,241.16666666666666
-206.89000000000001,241.16666666666666
-206.97,241.16666666666666
-206.98,241.16666666666666
-202.11999999999998,241.16666666666666
-197.01,241.16666666666666
-196.95999999999998,241.16666666666666
-196.78,241.16666666666666
-196.73999999999998,241.16666666666666
-196.91,241.16666666666666
-191.76000000000002,241.16666666666666
-191.54000000000002,241.16666666666666
-191.77,241.16666666666666
-191.72,241.16666666666666
-196.83,241.16666666666666
-197.04000000000002,241.16666666666666
-197.03,241.16666666666666
-202.33999999999997,241.16666666666666
-197.28,241.16666666666666
-202.08999999999997,241.16666666666666
-202.12999999999997,241.16666666666666
-202.15999999999994,241.16666666666666
-201.98999999999998,241.16666666666666
-201.84999999999997,241.16666666666666
-201.75999999999996,241.16666666666666
-201.64,241.16666666666666
-202.01999999999998,241.16666666666666
-202.09999999999997,241.16666666666666
-202.33999999999995,241.16666666666666
-202.14,241.16666666666666
-202.17,241.16666666666666
-202.07999999999998,241.16666666666666
-202.25,241.16666666666666
-207.37,241.16666666666666
-202.42,241.16666666666666
-207.64000000000001,241.16666666666666
-207.49,241.16666666666666
-207.46999999999997,241.16666666666666
-212.71,241.16666666666666
-212.57,241.16666666666666
-212.80999999999997,241.16666666666666
-212.75,241.16666666666666
-212.8,241.16666666666666
-212.80000000000004,241.16666666666666
-212.68000000000006,241.16666666666666
-217.99000000000004,241.16666666666666
-212.72,241.16666666666666
-212.64000000000001,241.16666666666666
-212.60999999999999,241.16666666666666
-212.6,241.16666666666666
-212.8,241.16666666666666
-212.83,241.16666666666666
-212.44000000000003,241.16666666666666
-212.55,241.16666666666666
-212.35,241.16666666666666
-212.26,241.16666666666666
-211.89,241.16666666666666
-211.96,241.16666666666666
-211.96000000000004,241.16666666666666
-217.06,241.16666666666666
-217.38000000000002,241.16666666666666
-222.42000000000002,241.16666666666666
-222.64999999999998,241.16666666666666
-222.60999999999999,241.16666666666666
-222.66,241.16666666666666
-222.57000000000005,241.16666666666666
-222.49000000000004,241.16666666666666
-222.49000000000004,241.16666666666666
-222.58000000000007,241.16666666666666
-227.58000000000004,241.16666666666666
-222.58,241.16666666666666
-222.45000000000002,241.16666666666666
-222.64000000000004,241.16666666666666
-222.64000000000007,241.16666666666666
-222.26000000000005,241.16666666666666
-222.59000000000003,241.16666666666666
-222.75000000000003,241.16666666666666
-222.76000000000002,241.16666666666666
-223.08,241.16666666666666
-223.28,241.16666666666666
-223.22000000000003,241.16666666666666
-223.43000000000004,241.16666666666666
-223.34000000000003,241.16666666666666
-223.42000000000002,241.16666666666666
-218.25,241.16666666666666
-218.59,241.16666666666666
-218.38000000000002,241.16666666666666
-218.39,241.16666666666666
-218.45,241.16666666666666
-213.23999999999998,241.16666666666666
-213.15,241.16666666666666
-207.98000000000002,241.16666666666666
-203.04000000000002,241.16666666666666
-197.64000000000004,241.16666666666666
-197.42000000000002,241.16666666666666
-197.59,241.16666666666666
-192.56000000000003,241.16666666666666
-192.58,241.16666666666666
-192.54000000000005,241.16666666666666
-192.68000000000004,241.16666666666666
-193.08,241.16666666666666
-192.90000000000006,241.16666666666666
-192.61000000000004,241.16666666666666
-192.78000000000003,241.16666666666666
-197.59000000000003,241.16666666666666
-202.72,241.16666666666666
-202.82,241.16666666666666
-202.94000000000003,241.16666666666666
-202.81000000000003,241.16666666666666
-202.73000000000002,241.16666666666666
-207.8,241.16666666666666
-203.02,241.16666666666666
-197.75,241.16666666666666
-197.93,241.16666666666666
-198.06,241.16666666666666
-198.0,241.16666666666666
-197.96,241.16666666666666
-197.84,241.16666666666666
-203.04000000000002,241.16666666666666
-202.97000000000003,241.16666666666666
-202.78,241.16666666666666
-202.74999999999997,241.16666666666666
-202.73999999999998,241.16666666666666
-202.92,241.16666666666666
-202.71,241.16666666666666
-203.08,241.16666666666666
-202.67000000000002,241.16666666666666
-202.75,241.16666666666666
-202.54999999999998,241.16666666666666
-202.61,241.16666666666666
-202.54000000000002,241.16666666666666
-202.62,241.16666666666666
-202.26,241.16666666666666
-197.01999999999998,241.16666666666666
-196.92999999999998,241.16666666666666
-196.71999999999997,241.16666666666666
-201.82000000000002,241.16666666666666
-196.61,241.16666666666666
-196.54000000000002,241.16666666666666
-196.34000000000003,241.16666666666666
-196.25000000000003,241.16666666666666
-191.31,241.16666666666666
-186.46,241.16666666666666
-181.58,241.16666666666666
-181.63,241.16666666666666
-181.45,241.16666666666666
-186.56,241.16666666666666
-191.56,241.16666666666666
-191.77,241.16666666666666
-186.88,241.16666666666666
-186.66,241.16666666666666
-186.59,241.16666666666666
-186.59,241.16666666666666
-186.45000000000002,241.16666666666666
-186.55,241.16666666666666
-186.56,241.16666666666666
-186.85000000000002,241.16666666666666
-186.97,241.16666666666666
-182.04999999999998,241.16666666666666
-182.07,241.16666666666666
-181.93,241.16666666666666
-182.10999999999999,241.16666666666666
-182.17,241.16666666666666
-181.95999999999998,241.16666666666666
-181.81999999999996,241.16666666666666
-181.77999999999997,241.16666666666666
-176.72999999999993,241.16666666666666
-176.66999999999996,241.16666666666666
-176.26999999999998,241.16666666666666
-171.11999999999998,241.16666666666666
-176.3,241.16666666666666
-171.42000000000002,241.16666666666666
-166.32999999999998,241.16666666666666
-166.09,241.16666666666666
-166.10000000000002,241.16666666666666
-170.99,241.16666666666666
-170.9,241.16666666666666
-171.28000000000003,241.16666666666666
-171.4,241.16666666666666
-166.15,241.16666666666666
-166.23000000000002,241.16666666666666
-166.12,241.16666666666666
-161.28,241.16666666666666
-161.29,241.16666666666666
-166.40999999999997,241.16666666666666
-166.07999999999996,241.16666666666666
-166.13,241.16666666666666
-165.98,241.16666666666666
-165.91000000000003,241.16666666666666
-171.26000000000005,241.16666666666666
-171.50000000000006,241.16666666666666
-176.71000000000004,241.16666666666666
-181.53000000000003,241.16666666666666
-186.55000000000004,241.16666666666666
-186.77,241.16666666666666
-186.52,241.16666666666666
-191.59,241.16666666666666
-186.42000000000002,241.16666666666666
-186.33,241.16666666666666
-181.18,241.16666666666666
-175.59000000000006,241.16666666666666
-170.59000000000003,241.16666666666666
-170.70000000000005,241.16666666666666
-165.56000000000003,241.16666666666666
-160.73000000000005,241.16666666666666
-160.60000000000002,241.16666666666666
-155.53,241.16666666666666
-155.6,241.16666666666666
-155.68,241.16666666666666
-155.6,241.16666666666666
-150.39999999999998,241.16666666666666
-155.32,241.16666666666666
-160.35999999999999,241.16666666666666
-160.23999999999998,241.16666666666666
-160.14,241.16666666666666
-159.89999999999998,241.16666666666666
-159.91,241.16666666666666
-159.83999999999997,241.16666666666666
-159.56999999999996,241.16666666666666
-159.89,241.16666666666666
-160.06,241.16666666666666
-160.02,241.16666666666666
-160.12,241.16666666666666
-160.0,241.16666666666666
-160.14,241.16666666666666
-160.13,241.16666666666666
-160.34,241.16666666666666
-160.32,241.16666666666666
-160.25,241.16666666666666
-160.36999999999998,241.16666666666666
-160.55999999999997,241.16666666666666
-155.57,241.16666666666666
-155.58999999999997,241.16666666666666
-160.59999999999997,241.16666666666666
-165.60999999999999,241.16666666666666
-165.63,241.16666666666666
-165.48,241.16666666666666
-170.64000000000001,241.16666666666666
-170.76,241.16666666666666
-170.91000000000003,241.16666666666666
-165.69000000000003,241.16666666666666
-170.47000000000003,241.16666666666666
-175.53,241.16666666666666
-180.48,241.16666666666666
-180.48,241.16666666666666
-180.45999999999998,241.16666666666666
-180.32999999999998,241.16666666666666
-180.36999999999998,241.16666666666666
-180.11,241.16666666666666
-185.1,241.16666666666666
-185.32000000000002,241.16666666666666
-185.52000000000004,241.16666666666666
-185.71000000000004,241.16666666666666
-185.84,241.16666666666666
-185.69,241.16666666666666
-185.44,241.16666666666666
-180.0,241.16666666666666
-179.67000000000002,241.16666666666666
-184.73,241.16666666666666
-184.67000000000002,241.16666666666666
-184.81,241.16666666666666
-184.76,241.16666666666666
-184.57000000000002,241.16666666666666
-179.57000000000002,241.16666666666666
-179.71999999999997,241.16666666666666
-179.61999999999998,241.16666666666666
-184.76,241.16666666666666
-184.54999999999998,241.16666666666666
-184.92999999999998,241.16666666666666
-184.98999999999998,241.16666666666666
-184.93999999999997,241.16666666666666
-189.73,241.16666666666666
-194.85999999999999,241.16666666666666
-194.82999999999998,241.16666666666666
-194.88,241.16666666666666
-195.02999999999997,241.16666666666666
-195.13,241.16666666666666
-194.7,241.16666666666666
-194.32,241.16666666666666
-199.45999999999998,241.16666666666666
-199.48,241.16666666666666
-194.15,241.16666666666666
-199.27,241.16666666666666
-198.92999999999998,241.16666666666666
-193.86999999999998,241.16666666666666
-194.02999999999997,241.16666666666666
-194.00999999999996,241.16666666666666
-194.23,241.16666666666666
-189.25,241.16666666666666
-189.26000000000002,241.16666666666666
-189.33000000000004,241.16666666666666
-189.15000000000003,241.16666666666666
-184.28000000000003,241.16666666666666
-184.43,241.16666666666666
-184.26,241.16666666666666
-179.32999999999998,241.16666666666666
-174.35,241.16666666666666
-174.3,241.16666666666666
-174.25,241.16666666666666
-179.65,241.16666666666666
-179.74,241.16666666666666
-184.79000000000002,241.16666666666666
-179.82000000000005,241.16666666666666
-184.6,241.16666666666666
-189.5,241.16666666666666
-189.44000000000003,241.16666666666666
-194.24000000000004,241.16666666666666
-194.57000000000002,241.16666666666666
-194.64,241.16666666666666
-194.91000000000003,241.16666666666666
-194.91000000000003,241.16666666666666
-195.01000000000002,241.16666666666666
-194.96,241.16666666666666
-194.92000000000002,241.16666666666666
-194.79000000000002,241.16666666666666
-194.69000000000003,241.16666666666666
-189.55,241.16666666666666
-184.44000000000003,241.16666666666666
-184.70000000000002,241.16666666666666
-184.63000000000005,241.16666666666666
-184.59,241.16666666666666
-184.49999999999997,241.16666666666666
-184.53999999999996,241.16666666666666
-184.67999999999998,241.16666666666666
-179.49999999999994,241.16666666666666
-179.28999999999996,241.16666666666666
-179.25999999999996,241.16666666666666
-179.32,241.16666666666666
-179.23000000000002,241.16666666666666
-179.29,241.16666666666666
-179.19,241.16666666666666
-183.97,241.16666666666666
-178.92,241.16666666666666
-179.01,241.16666666666666
-173.92999999999998,241.16666666666666
-169.13,241.16666666666666
-169.14,241.16666666666666
-168.95000000000002,241.16666666666666
-168.72,241.16666666666666
-168.75,241.16666666666666
-168.82999999999998,241.16666666666666
-168.92999999999998,241.16666666666666
-168.57000000000002,241.16666666666666
-168.58,241.16666666666666
-163.65,241.16666666666666
-163.56,241.16666666666666
-163.72,241.16666666666666
-163.69000000000003,241.16666666666666
-163.88000000000002,241.16666666666666
-163.88000000000002,241.16666666666666
-163.63,241.16666666666666
-163.34000000000003,241.16666666666666
-158.27,241.16666666666666
-158.33,241.16666666666666
-158.38,241.16666666666666
-153.45000000000002,241.16666666666666
-158.53,241.16666666666666
-158.73999999999998,241.16666666666666
-158.67999999999998,241.16666666666666
-158.46999999999997,241.16666666666666
-158.18,241.16666666666666
-152.93,241.16666666666666
-153.06,241.16666666666666
-158.06,241.16666666666666
-152.86,241.16666666666666
-152.85999999999999,241.16666666666666
-152.65,241.16666666666666
-152.83,241.16666666666666
-147.45,241.16666666666666
-152.51999999999998,241.16666666666666
-147.53,241.16666666666666
-142.56,241.16666666666666
-137.44000000000003,241.16666666666666
-137.32000000000002,241.16666666666666
-137.5,241.16666666666666
-132.37,241.16666666666666
-132.35000000000002,241.16666666666666
-132.74,241.16666666666666
-132.84,241.16666666666666
-133.06,241.16666666666666
-133.10000000000002,241.16666666666666
-133.16,241.16666666666666
-133.04,241.16666666666666
-133.22,241.16666666666666
-138.40999999999997,241.16666666666666
-138.46,241.16666666666666
-138.46,241.16666666666666
-138.41,241.16666666666666
-143.39999999999998,241.16666666666666
-143.08,241.16666666666666
-142.89000000000001,241.16666666666666
-137.87000000000003,241.16666666666666
-142.57000000000005,241.16666666666666
-142.61000000000004,241.16666666666666
-142.77,241.16666666666666
-147.94000000000003,241.16666666666666
-152.98,241.16666666666666
-153.01,241.16666666666666
-147.97,241.16666666666666
-142.39,241.16666666666666
-147.82,241.16666666666666
-147.89,241.16666666666666
-147.67999999999998,241.16666666666666
-147.90999999999997,241.16666666666666
-143.05999999999997,241.16666666666666
-143.21999999999997,241.16666666666666
-143.42999999999998,241.16666666666666
-143.04999999999998,241.16666666666666
-142.82999999999998,241.16666666666666
-142.58,241.16666666666666
-147.7,241.16666666666666
-147.70000000000002,241.16666666666666
-142.68000000000004,241.16666666666666
-137.50000000000003,241.16666666666666
-137.86,241.16666666666666
-138.03,241.16666666666666
-143.17000000000002,241.16666666666666
-148.22,241.16666666666666
-148.07000000000002,241.16666666666666
-148.01999999999998,241.16666666666666
-148.22,241.16666666666666
-148.23000000000002,241.16666666666666
-148.16,241.16666666666666
-142.9,241.16666666666666
-147.96,241.16666666666666
-147.92,241.16666666666666
-147.66000000000003,241.16666666666666
-147.77,241.16666666666666
-148.12000000000003,241.16666666666666
-143.0,241.16666666666666
-142.92000000000002,241.16666666666666
-143.13000000000002,241.16666666666666
-143.26000000000005,241.16666666666666
-138.35000000000005,241.16666666666666
-138.35000000000002,241.16666666666666
-143.32000000000002,241.16666666666666
-143.21,241.16666666666666
-143.25,241.16666666666666
-143.15,241.16666666666666
-138.44,241.16666666666666
-143.29000000000002,241.16666666666666
-143.26000000000002,241.16666666666666
-143.50000000000003,241.16666666666666
-138.43000000000004,241.16666666666666
-143.47000000000003,241.16666666666666
-138.69000000000003,241.16666666666666
-133.81000000000003,241.16666666666666
-133.68000000000004,241.16666666666666
-133.58,241.16666666666666
-128.43,241.16666666666666
-128.70999999999998,241.16666666666666
-128.72,241.16666666666666
-133.89,241.16666666666666
-128.7,241.16666666666666
-128.73,241.16666666666666
-128.78999999999996,241.16666666666666
-128.81000000000003,241.16666666666666
-128.77,241.16666666666666
-128.89,241.16666666666666
-129.25,241.16666666666666
-129.55,241.16666666666666
-129.57,241.16666666666666
-129.48,241.16666666666666
-129.43,241.16666666666666
-129.38,241.16666666666666
-124.40000000000002,241.16666666666666
-119.56000000000002,241.16666666666666
-119.58000000000001,241.16666666666666
-124.95,241.16666666666666
-125.0,241.16666666666666
-129.92000000000002,241.16666666666666
-134.82000000000002,241.16666666666666
-139.86,241.16666666666666
-140.12,241.16666666666666
-140.0,241.16666666666666
-144.89,241.16666666666666
-145.01,241.16666666666666
-144.83999999999997,241.16666666666666
-144.81999999999996,241.16666666666666
-144.66999999999996,241.16666666666666
-139.57999999999998,241.16666666666666
-139.57999999999996,241.16666666666666
-134.47,241.16666666666666
-134.64,241.16666666666666
-134.49,241.16666666666666
-134.51999999999998,241.16666666666666
-134.65,241.16666666666666
-129.47,241.16666666666666
-129.58999999999997,241.16666666666666
-129.77999999999997,241.16666666666666
-129.64999999999998,241.16666666666666
-129.79000000000002,241.16666666666666
-124.86,241.16666666666666
-124.76,241.16666666666666
-124.70000000000002,241.16666666666666
-124.60000000000001,241.16666666666666
-124.77,241.16666666666666
-124.82,241.16666666666666
-125.2,241.16666666666666
-130.35000000000005,241.16666666666666
-124.89000000000001,241.16666666666666
-125.10000000000001,241.16666666666666
-130.42000000000002,241.16666666666666
-130.49,241.16666666666666
-135.36999999999998,241.16666666666666
-135.23999999999998,241.16666666666666
-135.16,241.16666666666666
-135.14000000000001,241.16666666666666
-135.49,241.16666666666666
-135.47000000000003,241.16666666666666
-135.47000000000003,241.16666666666666
-130.23000000000002,241.16666666666666
-130.17,241.16666666666666
-135.16,241.16666666666666
-129.91000000000003,241.16666666666666
-130.00000000000003,241.16666666666666
-129.92,241.16666666666666
-130.21,241.16666666666666
-130.11,241.16666666666666
-125.13,241.16666666666666
-124.99999999999999,241.16666666666666
-125.05999999999999,241.16666666666666
-124.91,241.16666666666666
-129.99,241.16666666666666
-130.18,241.16666666666666
-130.24,241.16666666666666
-130.49,241.16666666666666
-130.35999999999999,241.16666666666666
-130.16,241.16666666666666
-130.27,241.16666666666666
-130.49,241.16666666666666
-130.45000000000002,241.16666666666666
-135.62000000000003,241.16666666666666
-140.48000000000002,241.16666666666666
-145.98,241.16666666666666
-145.99,241.16666666666666
-146.08,241.16666666666666
-146.06,241.16666666666666
-146.21,241.16666666666666
-150.92000000000002,241.16666666666666
-151.06,241.16666666666666
-150.94,241.16666666666666
-151.05,241.16666666666666
-156.08999999999997,241.16666666666666
-151.21,241.16666666666666
-150.91999999999996,241.16666666666666
-155.7,241.16666666666666
-155.72000000000003,241.16666666666666
-150.58,241.16666666666666
-155.87000000000003,241.16666666666666
-150.63000000000002,241.16666666666666
-145.94,241.16666666666666
-145.95000000000002,241.16666666666666
-146.06,241.16666666666666
-141.00000000000003,241.16666666666666
-140.94000000000005,241.16666666666666
-140.88000000000002,241.16666666666666
-135.75000000000003,241.16666666666666
-130.57000000000002,241.16666666666666
-130.37,241.16666666666666
-130.09,241.16666666666666
-130.08999999999997,241.16666666666666
-130.17999999999998,241.16666666666666
-130.13,241.16666666666666
-135.36999999999998,241.16666666666666
-140.45,241.16666666666666
-145.45999999999998,241.16666666666666
-145.41999999999996,241.16666666666666
-145.39,241.16666666666666
-140.22999999999996,241.16666666666666
-135.19,241.16666666666666
-135.58,241.16666666666666
-135.46,241.16666666666666
-130.34000000000003,241.16666666666666
-130.44000000000003,241.16666666666666
-130.49,241.16666666666666
-130.35000000000002,241.16666666666666
-130.06,241.16666666666666
-130.03,241.16666666666666
-130.10999999999999,241.16666666666666
-135.25000000000003,241.16666666666666
-135.25000000000003,241.16666666666666
-140.32000000000002,241.16666666666666
-140.12,241.16666666666666
-140.12,241.16666666666666
-140.1,241.16666666666666
-140.16,241.16666666666666
-145.17999999999998,241.16666666666666
-139.99999999999997,241.16666666666666
-140.07,241.16666666666666
-140.03,241.16666666666666
-144.93,241.16666666666666
-144.96,241.16666666666666
-145.13,241.16666666666666
-140.01000000000002,241.16666666666666
-135.02,241.16666666666666
-134.79,241.16666666666666
-139.79999999999998,241.16666666666666
-139.52999999999997,241.16666666666666
-139.65,241.16666666666666
-144.66,241.16666666666666
-139.39,241.16666666666666
-139.28,241.16666666666666
-139.01999999999998,241.16666666666666
-139.26,241.16666666666666
-139.51,241.16666666666666
-134.47999999999996,241.16666666666666
-129.54,241.16666666666666
-124.24999999999996,241.16666666666666
-119.37999999999998,241.16666666666666
-119.22,241.16666666666666
-124.47,241.16666666666666
-124.67,241.16666666666666
-120.01,241.16666666666666
-120.13999999999999,241.16666666666666
-120.33999999999997,241.16666666666666
-115.45,241.16666666666666
-110.25,241.16666666666666
-110.33000000000001,241.16666666666666
-110.28,241.16666666666666
-110.25,241.16666666666666
-110.32,241.16666666666666
-105.43999999999998,241.16666666666666
-105.40999999999998,241.16666666666666
-105.24,241.16666666666666
-100.4,241.16666666666666
-95.32000000000001,241.16666666666666
-95.25000000000001,241.16666666666666
-95.31,241.16666666666666
-100.36,241.16666666666666
-100.06,241.16666666666666
-100.11000000000001,241.16666666666666
-99.8,241.16666666666666
-99.73,241.16666666666666
-99.53,241.16666666666666
-99.57000000000001,241.16666666666666
-99.57000000000001,241.16666666666666
-94.66000000000001,241.16666666666666
-94.72000000000001,241.16666666666666
-89.67000000000002,241.16666666666666
-89.77,241.16666666666666
-85.01,241.16666666666666
-84.83000000000001,241.16666666666666
-84.83000000000001,241.16666666666666
-89.66,241.16666666666666
-94.80000000000003,241.16666666666666
-94.84000000000003,241.16666666666666
-94.89000000000001,241.16666666666666
-100.13000000000001,241.16666666666666
-94.99,241.16666666666666
-100.2,241.16666666666666
-105.24000000000001,241.16666666666666
-104.99000000000001,241.16666666666666
-110.00000000000001,241.16666666666666
-115.08000000000001,241.16666666666666
-120.31000000000002,241.16666666666666
-115.39000000000001,241.16666666666666
-120.39000000000001,241.16666666666666
-120.29000000000003,241.16666666666666
-115.51000000000002,241.16666666666666
-115.57000000000001,241.16666666666666
-115.73,241.16666666666666
-115.88,241.16666666666666
-115.9,241.16666666666666
-115.62,241.16666666666666
-110.47000000000001,241.16666666666666
-110.46000000000002,241.16666666666666
-105.41,241.16666666666666
-105.45,241.16666666666666
-105.5,241.16666666666666
-110.69000000000001,241.16666666666666
-105.32000000000001,241.16666666666666
-100.29,241.16666666666666
-105.29,241.16666666666666
-105.03,241.16666666666666
-104.94,241.16666666666666
-99.88000000000001,241.16666666666666
-100.25999999999999,241.16666666666666
-95.27999999999999,241.16666666666666
-95.03999999999998,241.16666666666666
-94.99,241.16666666666666
-99.93999999999998,241.16666666666666
-99.78999999999998,241.16666666666666
-94.73999999999998,241.16666666666666
-94.82,241.16666666666666
-94.91999999999999,241.16666666666666
-89.72999999999999,241.16666666666666
-89.82000000000001,241.16666666666666
-94.84000000000002,241.16666666666666
-94.54,241.16666666666666
-89.65000000000002,241.16666666666666
-89.89000000000003,241.16666666666666
-94.79000000000002,241.16666666666666
-94.66000000000001,241.16666666666666
-99.93,241.16666666666666
-104.89,241.16666666666666
-104.84,241.16666666666666
-104.82000000000001,241.16666666666666
-109.87,241.16666666666666
-109.99,241.16666666666666
-110.29,241.16666666666666
-115.34,241.16666666666666
-110.29,241.16666666666666
-110.17999999999999,241.16666666666666
-109.85999999999999,241.16666666666666
-109.63999999999999,241.16666666666666
-114.79999999999998,241.16666666666666
-114.74000000000001,241.16666666666666
-119.86000000000001,241.16666666666666
-119.68000000000002,241.16666666666666
-119.76,241.16666666666666
-119.54,241.16666666666666
-124.7,241.16666666666666
-129.43,241.16666666666666
-129.29000000000002,241.16666666666666
-129.12,241.16666666666666
-133.94,241.16666666666666
-139.04,241.16666666666666
-134.02999999999997,241.16666666666666
-138.97,241.16666666666666
-133.8,241.16666666666666
-133.8,241.16666666666666
-138.92000000000002,241.16666666666666
-138.96,241.16666666666666
-133.91,241.16666666666666
-138.72000000000003,241.16666666666666
-143.85000000000002,241.16666666666666
-144.22,241.16666666666666
-144.1,241.16666666666666
-144.10000000000002,241.16666666666666
-144.43000000000004,241.16666666666666
-139.22000000000003,241.16666666666666
-139.49000000000004,241.16666666666666
-134.63000000000002,241.16666666666666
-129.29,241.16666666666666
-124.08000000000003,241.16666666666666
-118.98,241.16666666666666
-119.17999999999999,241.16666666666666
-119.18,241.16666666666666
-119.07000000000001,241.16666666666666
-113.98,241.16666666666666
-118.83000000000001,241.16666666666666
-113.67000000000002,241.16666666666666
-113.75000000000001,241.16666666666666
-113.73,241.16666666666666
-108.58000000000001,241.16666666666666
-108.57000000000002,241.16666666666666
-108.40000000000002,241.16666666666666
-108.22000000000001,241.16666666666666
-108.03000000000002,241.16666666666666
-103.02000000000001,241.16666666666666
-102.83,241.16666666666666
-97.84,241.16666666666666
-97.78000000000002,241.16666666666666
-97.73,241.16666666666666
-97.71000000000002,241.16666666666666
-97.94000000000001,241.16666666666666
-93.1,241.16666666666666
